Time elapsed was 85291534ns or 0.085291534s
Time elapsed was 54541407ns or 0.054541407s
Time elapsed was 54789947ns or 0.054789947s
Time elapsed was 54376621ns or 0.054376621s
Time elapsed was 55192900ns or 0.055192900s
Time elapsed was 54177582ns or 0.054177582s
Time elapsed was 53587587ns or 0.053587587s
Time elapsed was 54172509ns or 0.054172509s
Time elapsed was 53565165ns or 0.053565165s
Time elapsed was 54077570ns or 0.054077570s
